cluster_id,row_id,who_reached,phone,campaign_name,reason_core,reason_free_text,outcome_free_text,confidence,evidence_json
1,a9292bdd247a03c24686764a495220657e784a35,,+492334924349,Dexter  PLZ 4-9,not a care home,not a care home,wrong contact,0.9,"{""quote"": ""wir sind kein Heim""}"
1,dfee1a34f81ff124129319bdb46c2a041a419b2f,,+4941645257,Dexter PLZ 1-2-8,not a care home,not a care home,gatekept,0.9,"{""quote"": ""Wir sind hier kein Pflegeheim, ich bin die Hausmeisterin""}"
1,1a9bb00d89582e473ca4477198576298e52d7b42,,+493632782326,DEXTER  PLZ 9,not a care provider,not a care provider,no sale,0.9,"{""quote"": ""Nein, wir haben keine Pflege, also wir sind keine Pflegeeinrichtung.""}"
1,8407df374524d8623a0824a8775ce61977d52eaf,,+4940600094009,Dexter PLZ 1-2-8,not a hospital,not a hospital; no inpatient care,wrong contact,0.95,"{""quote"": ""Wir sind kein Krankenhaus.""}"
1,75a3ebccb39d3b99ba55a0fb82b3dc48f08e2bd2,,+4951303032,DEXTER  PLZ 3+6,not a nursing facility,not a nursing facility,no sale,0.9,"{""quote"": ""Das ist keine Pflegeeinrichtung, wir sind ein Wohnheim für psychische Krankheiten.""}"
1,bc938a49741ee43d9466d55f3d70fcc113140daf,,+4929329318338,Dexter  PLZ 4-9,not a nursing home,not a nursing home,gatekept,0.9,"{""quote"": ""Wir haben kein Heim. Wir haben eine Seniorenwohnanlage.""}"
1,868a837294048fe14c4781e1559f9e9de5f6f06e,,+4951116594135,DEXTER  PLZ 3+6,they're an agency not a care facility,they're an agency not a care facility,misrouted call,0.92,"{""quote"": ""wir sind aber kein Seniorenheim, wir sind ein Büro""}"
2,5fb5550743ba4e296719365582f9f0d13d20ec81,,+493521408911,Dexter PLZ 1-2-8,asked to redial extension,asked to redial extension,gatekept,0.9,"{""quote"": ""dann wählen Sie die 11 hinten, ne?""}"
2,a11ac84adaea27f61be91f89e1dd040d7182616c,,+496150170300,DEXTER  PLZ 3+6,attempted transfer,attempted transfer; verifying,gatekept,0.8,"{""quote"": ""Ich versuche es jetzt zu verbinden, ja?""}"
2,c0ef8809cd57a01793c8dc5bca9c5dc271d4f736,,+4920432965117,Dexter  PLZ 4-9,cannot transfer,cannot transfer; provided extension,contact number provided,0.9,"{""quote"": ""Ja, das wäre die 2965.""}"
2,e333d95303152d4a9fe865fc6b9b5e625df48aa7,,+4920417094111,DEXTER  PLZ 4+5,gave direct extension,gave direct extension,callback requested,0.9,"{""quote"": ""Da gebe ich Ihnen gerne einmal die Durchwahl, ja.""}"
2,a552dd953d6827be965777ab6e4989d0b1dd8cc4,,+4965315020,DEXTER  PLZ 4+5,gave extension,gave extension; did not transfer,gatekept,0.9,"{""quote"": ""Sie müssen am Ende die 104 wählen, dann wäre die Frau Thomas dran, das ist unsere Pflegedienstleitung.""}"
2,64ed583df3540fb8f40d2dea4f35f088391434fe,,+498161603122,Dexter PLZ 1-2-8,gave extension number,gave extension number,extension provided,0.9,"{""quote"": ""Das wäre die Freisinger Vorwahl, die 08161, 603, 122.""}"
2,8bb416b39a72927848e5605c771a7d968c3bf29d,,+495671882202,DEXTER  PLZ 3+6,given extension,given extension; follow-up planned,callback requested,0.9,"{""quote"": ""dann versuche ich es gerne nochmal bei ihr.""}"
2,cac81457cbcf38a2b972fddec9637ab05ca5e8d3,,+495222365101,DEXTER  PLZ 3+6,no answer at extension,no answer at extension,callback planned,0.9,"{""quote"": ""Nein, es hat nicht ans Telefon gegangen.""}"
2,6f354585612a1be371fa392604b21c0ce98246eb,,+41449051141,DEXTER  Messe,not answering phone,not answering phone,no sale,0.9,"{""quote"": ""Sie nimmt das Telefon gerade nicht ab""}"
2,dd34e87d34d0956f25c401bb67f31b4200e10f77,,+49890896951,Dexter PLZ 1-2-8,receptionist provided extension,receptionist provided extension,extension provided,0.9,"{""quote"": ""Und dann ist die 6951. 6951.""}"
2,f12f2ac8671fcdf39612944d1ae806b8b9197833,,+4989889220480,Dexter PLZ 1-2-8,receptionist provided extension,receptionist provided extension,extension number provided,0.9,"{""quote"": ""Das ist die Frau Wallner, so heißt die Dame.""}"
2,d7046238cbdb2a354335e4008dd5182db63b389e,,+493975167113,Dexter PLZ 1-2-8,refused contact,refused contact,gatekept,0.9,"{""quote"": ""Nicht gut, ich möchte keinen Kontakt weiter.""}"
2,bdd4fdac2fbbeff5e02fe32df48aa5b69accdff0,,+4926899290,DEXTER  PLZ 4+5,refused to give number,refused to give number,gatekept,0.9,"{""quote"": ""Nein, das darf ich Ihnen nicht durchgeben.""}"
2,f0b7c54cbdb0e8e397c621c2c607cfd9c8a32dd4,,+49751790620,Dexter PLZ 1-2-8,refused to give number,refused to give number,gatekept,0.95,"{""quote"": ""ich darf Ihnen aber die Nummer von der Heimleitung nicht weitergeben.""}"
2,08122390847daf4e23619f7e719038fe158adf8f,,+49911980790,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Dafür haben wir kein Interesse""}"
2,0a66bb2102d51615104f948674db4ff55aaea038,,+4989697790,Dexter PLZ 1-2-8,refused transfer,refused transfer; requires written contact,gatekept,0.95,"{""quote"": ""Ja, da müssen Sie es schriftlich machen, ich kann nicht verbinden.""}"
2,0c9034c0b950b3c826a90ca92b2c57e124f758a3,,+498419339100,Dexter PLZ 1-2-8,refused transfer,refused transfer; email requested,gatekept,0.95,"{""quote"": ""Ich kann Sie da nicht verbinden.""}"
2,0cb0f76b5763a1fba7a25df3831baf84d8aa6f61,,+49358368660,Dexter PLZ 1-2-8,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Solche Sachen bitte über die Geschäftsleitung""}"
2,0e1cb1e456adfc53967d41d77495cfbe1bff9c60,,+49610398060,DEXTER  PLZ 3+6,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""dann bitte per E-Mail eine Anfrage stellen.""}"
2,120dedec40a3f4dc6e774c7fbd4faebbe1ea8f29,,+4921319168100,DEXTER  PLZ 4+5,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Ja, das finden Sie auf der Seite.""}"
2,125e1dc784e3efab76bfbab73d6a0374619c32d9,,+4922844990,Dexter  PLZ 4-9,refused transfer,refused transfer; asked to email,no sale,0.9,"{""quote"": ""Ne, der ist nicht da, da müssen Sie bitte eine E-Mail schreiben.""}"
2,17a328679d998ce15a7b4d9184baf4188018cf76,,+49511676860,DEXTER  PLZ 3+6,refused transfer,refused transfer; email only,send information by email,0.9,"{""quote"": ""machen Sie das einmal per Mail""}"
2,20d9746e72c692bea83e71cc6e67ebefac9dc940,,+49261963470,DEXTER  PLZ 4+5,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Leider nein, müssen Sie bitte googeln.""}"
2,2454cc72af9ea32d94c19917446135febfe2b83e,,+49723192990,Dexter  PLZ 4-9,refused transfer,refused transfer; offered email,gatekept,0.9,"{""quote"": ""telefonisch stellen wir tatsächlich gar nicht durch.""}"
2,24dabd602187a2d2593f41e54fad5326c7f42904,,+49352415530,Dexter PLZ 1-2-8,refused transfer,refused transfer; won't provide number,gatekept,0.9,"{""quote"": ""Nein, kann ich Ihnen nicht geben.""}"
2,2b17554098f25cd57f5707fd653c751b8242d077,,+494050771903,Dexter PLZ 1-2-8,refused transfer,refused transfer; prefers email contact,email requested,0.9,"{""quote"": ""am besten Sie schreiben halt eine Mail und bitten um einen Rückruf.""}"
2,2c74d3b76111f5195a92c77272225d784728f253,,+498552974400,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Haben Sie die Telefonnummer zur Hand? Leider nein""}"
2,2fae060fd957dbfcdf85b00cdb95a9e1f87796d8,,+49511560700100,DEXTER  PLZ 3+6,refused transfer,refused transfer; requested email,gatekept,0.95,"{""quote"": ""Ja, da können Sie uns gerne eine Anfrage auf unsere Infoadresse zusenden.""}"
2,2fd4899742b9c28943884b9915ff9c496f81633d,,+4976448010,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Ich soll Ihnen ausrichten, dass wir das nicht benötigen.""}"
2,316de7b37552221fed3ecb928ae4cee5c080345d,,+49711636760,DEXTER  PLZ 9,refused transfer,refused transfer; contact only by mail,gatekept,0.95,"{""quote"": ""telefonisch nicht möglich, den Kontakt herzustellen, nur per Schriftverkehr, per Mail.""}"
2,37add3c5be432ea20ca4c205a2fe24f47bead990,,+4922049290,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Nein, tut mir leid, schicken Sie vielleicht am besten eine E-Mail.""}"
2,3f636b4ce3fc1975980bd684541600d98c5b420b,,+4923737510,DEXTER  PLZ 4+5,refused transfer,refused transfer; only email allowed,contact via email only,0.9,"{""quote"": ""telefonisch ist nicht möglich""}"
2,411123d328d8cde3a6fa9cba89453591f292b24d,,+497123949106,Dexter  PLZ 4-9,refused transfer,refused transfer; requested public email,send info by email,0.9,"{""quote"": ""Sie machen das einfach an die Info-App, Infoadresse.""}"
2,43e7033a28bedd63218c06bc318348cd2b78eb4c,,+49603697550,Dexter  PLZ 4-9,refused transfer,refused transfer; email only,email contact requested,0.95,"{""quote"": ""dann bitte eine Kontaktanfrage auf unsere E-Mail-Adresse an die Geschäftsleitung direkt.""}"
2,588a444e5bd83594f0dde8c6d53722edd769adf0,,+4985195586102,DEXTER  PLZ 9,refused transfer,refused transfer; contact head office,gatekept,0.9,"{""quote"": ""die sollen sich an die Geschäftsstelle in Duisburg wenden""}"
2,6322a8cae6768317d445b4900dc250ebe0b68cd0,,+49814140910,Dexter Altersheim,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""der Leiter ist gerade im Gespräch.""}"
2,63237267681db58c27c44340de2191d37cf536c7,,+49401818829015,Dexter PLZ 1-2-8,refused transfer,refused transfer,no sale,0.9,"{""quote"": ""Ich bin hier die Seelsorge. Ich kann gar nichts verbinden.""}"
2,6c2a9b3b373641bf990a192f794c03a199b9fad4,,+497131594280,Dexter Altersheim,refused transfer,refused transfer,referred to central office,0.9,"{""quote"": ""da melden Sie sich am besten in Stuttgart bei unserer Zentrale""}"
2,708a350e8ab3184bf41643f52a686a9c61fa89dd,,+4989232366880,Dexter PLZ 1-2-8,refused transfer,refused transfer; person on vacation,gatekept,0.9,"{""quote"": ""da müssen Sie eine E-Mail schreiben, bitte, weil Sie jetzt sind in Urlaub.""}"
2,7095784d0621df82ebca3f14d531673d71f64260,,+49631205720,DEXTER  PLZ 3+6,refused transfer,refused transfer; asked email,gatekept,0.9,"{""quote"": ""Also telefonisch nicht möglich, den Kontakt herzustellen? Nein, im Moment leider nicht.""}"
2,70bde113a797267684d80dd4881a75eeed43c00f,,+497527954643,Dexter PLZ 1-2-8,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Da müsstet Sie in Wollseck anrufen.""}"
2,7669c16b1b07ae4b6d7f887cbe6d6ebc2ae3cf08,,+49201946110,Dexter  PLZ 4-9,refused transfer,refused transfer,redirected to central office,0.9,"{""quote"": ""Dann müssten Sie einmal in Gladbeck anrufen, in unserer Zentrale.""}"
2,7aab12b6f1c50fa0d124b2c8c0bf0ea7865654cb,,+49403178520,Dexter PLZ 1-2-8,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Dann müssen Sie bitte direkt ins UKI anrufen""}"
2,7aeb2310b3fe652b2c4c35c4bc2299e433385c31,,+4926130060,DEXTER  PLZ 4+5,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""ich finde das fast schon unverschämt, wie oft Sie anrufen.""}"
2,8a7f827afddeb82c15a0ea803741bb565a3798c4,,+4924521070,DEXTER  PLZ 4+5,refused transfer,refused transfer; not necessary,gatekept,0.5,"{""quote"": ""Die Frau Vogt hat leider keine Zeit.""}"
2,8c38f084a61418e7ba0dafb5040042bc70b1abe1,,+49644293410,DEXTER  PLZ 3+6,refused transfer,refused transfer; asked to email,gatekept,0.9,"{""quote"": ""Dann sollen Sie bitte eine E-Mail schreiben.""}"
2,8ce061d3bd583785491f3ebec510160a4ac82a5f,,+49711619260,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.95,"{""quote"": ""Nein, die Kollegin hält nicht ab.""}"
2,8d9fabb59660911cd86f7907bdad0fb3d1bf0216,,+495724399090,DEXTER  PLZ 3+6,refused transfer,refused transfer,gatekept,0.95,"{""quote"": ""Andernfalls habe ich keine Möglichkeit mehr, Sie durchzustellen.""}"
2,8f0937a848dbb346a4cce433ba2c8aa6935bc5bc,,+49622136440,DEXTER  PLZ 3+6,refused transfer,refused transfer; requested email,gatekept,0.9,"{""quote"": ""Wie gesagt, am besten per E-Mail oder Informaterial zu senden.""}"
2,a116aa7d523d31834e556d4eb8e6e833c5c2b3e5,,+4937627060,Dexter PLZ 1-2-8,refused transfer,refused transfer; asked to email,gatekept,0.9,"{""quote"": ""Ist nicht zu sprechen, ich darf Sie nicht durchstellen.""}"
2,a2c0de2ca8af2609f8034c81de48a88430e3f9ef,,+49233266390,DEXTER  PLZ 4+5,refused transfer,refused transfer; suggested googling,gatekept,0.9,"{""quote"": ""Nee, können Sie so googeln.""}"
2,b3dda3d7e71549e25f661c42304f276f72c30592,,+4980516952060,Dexter PLZ 1-2-8,refused transfer,refused transfer,message forwarded,0.9,"{""quote"": ""Leider kann ich Sie nicht weiterleiten.""}"
2,b61c3936a6bde1f1fe82c9c27683c74878de538b,,+4967311001,DEXTER  PLZ 4+5,refused transfer,refused transfer,gatekept,0.95,"{""quote"": ""ich kann Ihnen das leider nicht verbinden.""}"
2,b76bf9e0824ac1da4596cbdeaced75d9df0e05a5,,+4933277880,Dexter PLZ 1-2-8,refused transfer,refused transfer; central office,gatekept,0.95,"{""quote"": ""bei solchen Anfragen müssen Sie sich eigentlich an die Geschäftsleitung an Potsdam wenden.""}"
2,b7e91f30b7fa26a964a19350346083dd76346d02,,+49482195800,Dexter PLZ 1-2-8,refused transfer,refused transfer; requested email,send information by email,0.9,"{""quote"": ""Können Sie mir das per Mail schicken?""}"
2,b97425bc6f06ebd638f062993b605942978725ed,,+497202690,Dexter Altersheim,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""da rufen Sie am besten unsere Zentrale in Bühl an.""}"
2,bbf634ac0b1a31c0f7f12e8214e94275156d5cb0,,+493021300270,Dexter PLZ 1-2-8,refused transfer,refused transfer; only written contact,gatekept,0.9,"{""quote"": ""telefonisch wäre nicht möglich, den Kontakt herzustellen, nur per Schriftverkehr""}"
2,c6054c990e771eee90831ccd5565d6b0351f2cab,,+49308500030,Dexter PLZ 1-2-8,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Nein, bekommen Sie nicht.""}"
2,c9e3a9ccee502d7a4fe2b4af3023d767c57b038b,,+492173856200,DEXTER  PLZ 4+5,refused transfer,refused transfer; central office handles,gatekept,0.9,"{""quote"": ""Ja, das müssten Sie dann aber mit der Hauptverwaltung in Düsseldorf regeln.""}"
2,d4283d251b80042228eda39b838dfd729a8ff679,,+4961429558100,Dexter  PLZ 4-9,refused transfer,refused transfer; gatekeeper handles contacts,email requested,0.9,"{""quote"": ""schicken Sie mir eine E-Mail""}"
2,d91e1f35bfa576ae965ba01ac6bf312d1da41bbe,,+493032640,Dexter PLZ 1-2-8,refused transfer,refused transfer; written contact only,gatekept,0.9,"{""quote"": ""Nur per Schriftverkehr, per Mail, so wie ich das raushöre bei Ihnen.""}"
2,d95315500eeac2fce884a32ccc37ae61f13ceb31,,+4989458320,Dexter PLZ 1-2-8,refused transfer,refused transfer,no transfer,0.8,"{""quote"": ""Wurde leider nicht abgegeben bei uns.""}"
2,dc214b56d84ecd4aeb447bc1493eeaabdf634d3d,,+493355484721,Dexter PLZ 1-2-8,refused transfer,refused transfer,gatekept,0.5,"{""quote"": ""Ich gebe Ihnen mal die Rezeption und dann fragen Sie dort mal, bitte.""}"
2,dc3110aff7d665e3d98cdf7fdccada506224bcad,,+495344953970,DEXTER  PLZ 3+6,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Kann ich Ihnen gerade eben nicht zur Verfügung stellen.""}"
2,e3d8533b0bd84c25dab73a9b89c8a98cc3ad45df,,+49892444220,Dexter PLZ 1-2-8,refused transfer,refused transfer; security policy,gatekept,0.95,"{""quote"": ""ich kann leider nicht weiterleiten, ich darf das nicht machen.""}"
2,eb1679a204f0f267ce68f07709ab88767c0f78c2,,+49643159090,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Tatsächlich nicht, weil das ist etwas, da müssten Sie sich an meine Zentrale wenden.""}"
2,ec95566d594a6667d275493688af9ba82d413b7b,,+497202690,DEXTER  PLZ 7,refused transfer,refused transfer; redirect to central office,gatekept,0.9,"{""quote"": ""ich mache hier gar nichts.""}"
2,f554e932f6a13edcb2d0af4d644080639700d888,,+4958223043,Dexter PLZ 1-2-8,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Ich kann Sie mit dem Telefon hier nicht verbinden.""}"
2,f707382c63a77fcef20e89cf5cd0eced1cdef0ed,,+49228910270,Dexter  PLZ 4-9,refused transfer,refused transfer; asked to email,email follow-up,0.9,"{""quote"": ""Ja, das ist jetzt leider nicht möglich.""}"
2,fa50a83ee7409a958fe77f96f039ab91df60fc39,,+497119378430,Dexter  PLZ 4-9,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Da müssen Sie aber eigentlich in der Zentrale anrufen""}"
2,fb97596b82f211696e270e3fd6412bbfb2cb6b89,,+4971339910,DEXTER  PLZ 7,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Alles klar, sofort weiß ich Bescheid.""}"
2,fcbd5a879f5e7125c0eb8824e8605ff784b38016,,+4930456050,DEXTER  PLZ 3+6,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Also, da kann ich Sie leider nicht weiterstellen.""}"
2,fe136d631f6fd1d7e61c51fdba146b37488e0ed0,,+49228556410,DEXTER  PLZ 4+5,refused transfer,refused transfer,gatekept,0.9,"{""quote"": ""Ach so, okay. Gut, dann weiß ich Bescheid.""}"
2,fe30a2fa651c811889bbdc8639fb48d24fe0d958,,+498141363800,Dexter PLZ 1-2-8,refused transfer,refused transfer; directed to internet,gatekept,0.9,"{""quote"": ""müssen Sie mal übers Internet schauen""}"
2,6ab57b9118542b255a83a4c16a68db7509dcc97b,,+4980417946360,Dexter PLZ 1-2-8,refuses phone calls,refuses phone calls,email provided,0.9,"{""quote"": ""anrufen möchte die Frau Emrich nicht.""}"
2,06baefd68d84af59920e90a00b15d8eb4f4d1491,,+4930475170,Dexter PLZ 1-2-8,requested transfer,requested transfer; permission given,transfer permitted,0.85,"{""quote"": ""Gehen Sie durch. Super, sehr nett, danke.""}"
